1,アフリカ大陸から東南アジアにかけて生息し、ネズミやハブを駆除する目的で沖縄に持ち込まれたが、活動時間の違いなどからハブの天敵とはならず、ヤンバルクイナなどの沖縄固有の希少種を捕食していたため、特定外来生物に指定されてしまった動物はなんでしょう？,□□□□□,マングース,こめず
2,沖縄県に生息している、天然記念物指定のヤマネコと言えば？,□□□□□ヤマネコ,イリオモテ,卍
3,シャムネコとペルシャネコを交配させてつくられた猫の品種を何という？,□□□□□,ヒラヤマン,卍
4,胴長短足の姿から「猫界のダックスフント」と呼ばれることもある猫の品種を何という？,□□□□□,マンチカン,卍
5,デビューから無敗で三冠を達成するなど、圧倒的な強さをみせたが、2006年の有馬記念を最後に引退をした競走馬といえば？,ディープ□□□□□,インパクト,卍
6,哺乳類の中で唯一卵を産み、世界一奇妙な哺乳類と呼ばれる生き物は？,□□□□□,カモノハシ,卍
7,国際宇宙ステーションへ物資を運ぶ日本の宇宙輸送船の愛称にもなっているヨーロッパでは赤ん坊を運ぶという言い伝えがある鳥は何でしょう？,□□□□□,コウノトリ,卍
8,高級食材のキャビアは何のタマゴでしょう？,□□□□□,チョウザメ,卍
9,頭上にある突起の先を光らせて餌となる生物を誘い寄せる深海にすむアンコウの仲間は「何アンコウ」？,□□□□□アンコウ,チョウチン,卍
10,「泳ぐ宝石」「金魚の王様」とも呼ばれる、頭にあるたくさんのこぶが特徴の金魚は何でしょう？,□□□□□,ランチュウ,卍
11,人が進む前へと飛ぶことから「ミチオシエ」とも呼ばれる、漢字で「斑猫」と書く昆虫は何でしょう？,□□□□□,ハンミョウ,卍
12,魚介類やベーコン、野菜などをオリーブオイルとニンニクで煮込んだスペイン料理は何でしょう？,□□□□□,アヒージョ,卍
13,ドイツのハンブルクで生まれたことから名付けられたという、日本でもおなじみの肉料理は何でしょう？,□□□□□,ハンバーグ,卍
14,ニンニクは英語でガーリック。ではからしを英語でなんと言う？,□□□□□(カタカナ),マスタード,卍
15,ニンニクは英語でなんという？,□□□□□(カタカナ),ガーリック,卍
16,西洋料理で食事の最初に出される「前菜」のことをフランス語で何というでしょう？,□□□□□(カタカナ),オードブル,卍
17,あまりの美味しさに感動した国王が称号を授けたとされる牛の腰肉を指す言葉は何でしょう？,□□□□□(カタカナ),サーロイン,卍
18,フランス料理などの用いられる食用のカタツムリのことをフランス語で何というでしょう？,□□□□□(カタカナ),エスカルゴ,卍
19,クジラは英語でホエール、ではマグロは英語で何でしょう？,□□□□□(カタカナ),シーチキン,卍
20,中国では「カオヤーツ」という、丸焼きにしたアヒルの皮をそぎ落としてネギなどと小麦粉の皮にくるんで食べる北京料理といえば何？,□□□□□,北京ダック,卍
21,イタリア語で「香りが良い」という意味がある、白ブドウの液を発酵させて熟成させた酢を何というでしょう？,□□□□□酢(カタカナ),バルサミコ,卍
22, 地元では「玉子焼」と呼ばれている、発祥の地である兵庫県の地名がつけられた、たこ焼きに似た食べ物は何でしょう？,□□□□□,あかしやき(明石焼き),卍
23,食用にされる二枚貝の牡蠣はその豊富な栄養価からついた俗称といえば？,□□□□□,海のミルク,卍
24,牡蠣は海のミルク、アボカドは？,□□□□□,森のバター,卍
25,中国料理などに用いられる塩漬けにして発酵させた牡蠣からつくる調味料を「何ソース」というでしょう？,□□□□□ソース(カタカナ),オイスター,卍
26,地元の言葉で「お父さん」という意味がある山形県鶴岡市特産の高級な枝豆は何でしょう？,□□□□□,だだちゃ豆,卍
27,とがずに炊けるお米のことを何米というでしょう？,□□□□□,むせんまい(無洗米),卍
28,１８６９年、フランスのナポレオン３世の募集に応じてバターの代用品として発明された食品は何でしょう？,□□□□□,マーガリン,卍
29,肉や魚を使わず植物性の材料だけで作る料理を何料理と言うでしょう？,□□□□□料理(ひらがな),しょうじん(精進),卍
30,２０世紀の後半から急速に広まった、節分の夜にその年ごとに決まった方角に向かって目を閉じて一言も喋らず、願い事を思い浮かべながら食べる巻き寿司の太巻きをなんという？,□□□□□(ひらがな),えほうまき(恵方巻き),卍
31,エスプレッソコーヒーに泡立てたミルクを加えたイタリア生まれの飲み物を何というでしょう？,□□□□□,カプチーノ,卍
32,北海道では、ピーチリキュールをウーロン茶で割ったお酒「レゲエパンチ」のことを何という？,□□□□□,クーニャン,卍
33,ワインをその色から大きく３つに分けると赤ワイン、白ワインとあと一つは？,□□□□□,ロゼワイン,卍
34,２００７年に日本版が発売された、「三つ星」評価付きの旅行ガイドブックのことを何ガイドという？,□□□□□,ミシュラン,卍
35,日本列島を囲む４つの海といえば太平洋、日本海、東シナ海とあと１つは何でしょう？,□□□□□海,オホーツク,卍
36,メラネシア ミクロネシア ポリネシアの島々とオーストラリア ニュージーランドを総称して何というでしょう？,□□□□□,オセアニア,卍
37,アフリカ大陸最高峰キリマンジャロの山頂が在る国はどこ？,□□□□□,タンザニア,卍
38,ユーラシア大陸の東の端にある国はロシアですが、西の端がある国はどこでしょう？,□□□□□,ポルトガル,卍
39,オーストラリアの首都はどこでしょう？,□□□□□,キャンベラ,卍
40,スリランカの首都はどこ？,スリジャヤワルダナ□□□□□,プラコッテ,卍
41,ブラジルの首都はどこ？,□□□□□,ブラジリア,卍
42,16世紀日本に初めて鉄砲が伝わったとされる島と言えば？,□□□□□(ひらがな),たねがしま(種子島),卍
43,1996年、世界遺産（文化遺産）に登録され、海中の鳥居で有名な広島県の神社は？,□□□□□神社(ひらがな),いつくしま(厳島),卍
44,ノルウェーの探検家。1911年、イギリスの探検家スコットに先駆けて、世界で初めて南極点に到達。北極点にはアメリカの探検家ピアリが1909年に初到達。この人物は誰？,□□□□□,アムンゼン,卍
45,アメリカが発見される前は、世界の一番西のはじとされていたカナダ群島のイエロ島、現在はイギリスのグリニッジ天文台跡を通過する子午線がこれにあたるものといえば何？,□□□□□,本初子午線,卍
46,アジアとヨーロッパを合わせた地球上で最も大きい大陸は何大陸でしょう？,□□□□□大陸,ユーラシア,卍
47,正式名称は「成趣園」という、東海道五十三次を表した石と水の庭園は何処？,□□□□□,水前寺公園,卍
48,かつてロンドンの郊外にあり、経度０度の基準となった天文台は何でしょう？,□□□□□天文台,グリニッジ,卍
49,１８６９年に開通した世界最長の運河の名前は何でしょう？,□□□□□,スエズ運河,卍
50,コカ・コーラが本社を置いているアメリカの都市で、1996年にはオリンピックが開かれたのはどこ？,□□□□□,アトランタ,卍
51,アメリカとカナダの国境にある世界三大瀑布（ばくふ）　アメリカとカナダの国境にまたがる世界三大瀑布のひとつに数えられる滝の名前は何でしょう？,□□□□□の滝,ナイアガラ,卍
52,アメリカのアリゾナ州にあるコロラド川の侵食によってできた世界遺産の大峡谷を何というでしょう？,グランド・□□□□□,キャニオン,卍
53,アメリカ、文化遺産、1984年、右手にたいまつを挙げていることで有名な元々はフランスからの贈り物というニューヨークの象徴とも言える像の名は？,□□□□□像,自由の女神,卍
54,1992年、メール王朝の遺跡群で、カンボジアにある世界遺産（文化遺産）は？,□□□□□,アンコール,卍
55,２０１４年、世界文化遺産に登録された、高品質な生糸（きいと）の大量生産の実現に貢献した工場の名前は？,□□□□□,富岡製糸場,卍
56,メトロポリタン美術館が敷地内に建つ、マンハッタンにある有名な公園といえば何パーク？,□□□□□パーク,セントラル,卍
57,大阪市浪速区にある通天閣を中心とした歓楽街を何というでしょう？,□□□□□(ひらがな),しんせかい(新世界),卍
58,東京都に属する伊豆七島は、北から順に、大島、利島、新島、神津島、三宅島、御蔵島、とあと１つは何でしょう？,□□□□□島(ひらがな),はちじょう(八丈),卍
59,航海図によく使用されるオランダの地理学者の名前がつけられた地図投影法を「何図法」というでしょう？,□□□□□図法,メルカトル,卍
60,スイスやオーストリアのように永久に他の国の戦争に関わらないことを宣言している国を何というでしょう？,□□□□□,永世中立国,卍
61,１７世紀、フランス国王ルイ１４世がパリの郊外に建設した世界遺産にも登録されている宮殿の名前は何でしょう？,□□□□□宮殿,ベルサイユ,卍
62,かつて南アメリカ大陸にあると信じられていた、黄金郷のことを何というでしょう？,□□□□□,エルドラド,卍
63,イギリスの国会議事堂にある時計台の鐘の愛称は何？,□□□□□,ビッグベン,卍
64,北アメリカ大陸にある五大湖の中で、最も面積が大きいのはスペリオル湖ですが、最も面積が小さいのは何という湖でしょう？,□□□□□湖,オンタリオ,卍
65,アメリカとカナダにまたがる五大湖とは、オンタリオ湖、ミシガン湖、ヒューロン湖、エリー湖とあと1つは何？,□□□□□湖,スペリオル,卍
66,アメリカとカナダにまたがる五大湖とは、スペリオル湖、オンタリオ湖、ミシガン湖、エリー湖とあと1つは何？,□□□□□湖,ヒューロン,卍
67,ヒンドゥー教では「聖なる川」とされるインドの北部から東部を流れる大河は何でしょう？,□□□□□,ガンジス川,卍
68,ビートルズが結成された土地としても知られるイギリス北西部の港湾都市はどこでしょう？,□□□□□,リバプール,卍
69,ガリレオが物を落とす実験をしたイタリアの傾いた塔といえば何？,□□□□□,ピサの斜塔,卍
70,オリンピックの旗「五輪旗」に描かれている５つの輪の色は左から？,□□□□□,青黄黒緑赤,卍
71,卓球やテニス、バドミントンなどでチャンスボールをおもいっきり相手に打ち込むことをなんというでしょう？,□□□□□,スマッシュ,卍
72,スポーツの審判の呼び方でサッカーやボクシングはレフリー、では野球はカタカナでなんと言うでしょう？,□□□□□,アンパイア,卍
73,「がんばれ元気」「リングにかけろ」「はじめの一歩」「あしたのジョー」といえばどんなスポーツの漫画でしょう？,□□□□□,ボクシング,卍
74,スポーツの後の疲労回復などのために筋肉を氷で冷やすことを一般になんという？,□□□□□,アイシング,卍
75,スポーツ選手が運動能力を高めるため禁じられた薬物を用いる不正行為を英語で何というでしょう？,□□□□□,ドーピング,卍
76,音楽に合わせて滑るスケート競技のひとつで、氷上に図形を描くようにすべることからこの名がついた競技を何スケートというでしょう？,□□□□□スケート,フィギュア,卍
77,格闘技と音楽、ダンスの要素が融合したブラジル発祥の格闘技と言えば？,□□□□□,カポエイラ,卍
78,柔道の投げ技で、相手の片腕をつかみ、背負って投げる技を何という？,□□□□□,一本背負い,卍
79,「伝教大師」と呼ばれる平安時代の僧で、比叡山に延暦寺を建立し、天台宗の開祖となったのは誰でしょう？,□□□□□(ひらがな),さいちょう(最澄),卍
80,水鳥の生息地として国際的に重要な湿地を守るための条約をイランの地名をとって、「何条約」というでしょう？,□□□□□条約,ラムサール,卍
81,メソポタミア文明の遺跡などから発見された古代文字をある道具に形が似ていることから「何文字」というでしょう？,□□□□□文字(ひらがな),くさびがた(楔形),卍
82,第一次世界大戦後に戦勝国とドイツとの間で1919年に結ばれた条約は？,□□□□□条約,ベルサイユ,卍
83,１３世紀頃に成立し、クスコを首都して栄えた南米大陸の帝国の名前は何でしょう？,□□□□□,インカ帝国,卍
84,推古天皇の時代の聖徳太子のように天皇に代わって政治を行う役職のことを何というでしょう？,□□□□□(ひらがな),せっしょう(摂政),卍
85,645年に中臣鎌足（なかとみの　かまたり）らとともに蘇我（そが）氏を倒して「大化の改新」を推進。即位して「天智（てんじ）天皇」となり、最初の戸籍である「庚午年籍（こうごねんじゃく）」を作成した。この人物は誰？,□□□□□,中大兄皇子(なかのおおえのおうじ),卍
86,制定された年号から「貞永式目」とも呼ばれる、鎌倉時代に発布された武士のための法律は何？,□□□□□,御成敗式目,卍
87,ギリシャの哲学者。「無知の知」によって、普遍的真理の存在を唱えた。その思想は「国家」のプラトンに受け継がれた。この人物は誰？,□□□□□,ソクラテス,卍
88,歌舞伎や落語で、親または師匠などの名前を継ぐことを何と呼ぶ？,□□□□□(ひらがな),しゅうめい(襲名),卍
89,金字塔とも呼ばれるエジプトの巨大な建造物をなんと言う？,□□□□□,ピラミッド,卍
90,１９４５年２月、ルーズベルト、チャーチル、スターリンの３人の首脳がクリミア半島南部で行った会談を何というでしょう？,□□□□□,ヤルタ会談,卍
91,満25歳以上すべての男子に選挙権が与えられた、1925年に制定された法律は何？,□□□□□,普通選挙法,卍
92,１５８２年ローマ教皇がそれまでのユリウス暦を改良して制定した暦のことをその教皇の名前から「何暦」というでしょう？,□□□□□暦,グレゴリオ,卍
93,日本漢字能力検定協会のキャンペーンとして、毎年12月に発表される今年の漢字について、2015年から2019年の漢字は何でしょう？,□・□・□・□・□,安金北災令,こめず
94,日本漢字能力検定協会のキャンペーンとして、毎年12月に発表される今年の漢字について、2010年から2014年の漢字は何でしょう？,□・□・□・□・□,暑絆金輪税,こめず
95,日本漢字能力検定協会のキャンペーンとして、毎年12月に発表される今年の漢字について、2005年から2009年の漢字は何でしょう？,□・□・□・□・□,愛命偽変新,こめず
96,日本漢字能力検定協会のキャンペーンとして、毎年12月に発表される今年の漢字について、2000年から2004年の漢字は何でしょう？,□・□・□・□・□,金戦帰虎災,こめず
97,日本漢字能力検定協会のキャンペーンとして、毎年12月に発表される今年の漢字について、1995年から1999年の漢字は何でしょう？,□・□・□・□・□,震食倒毒末,こめず
98,１９８９年に壊された東ドイツと西ドイツを分けていた壁といえば？,□□□□□壁,ベルリンの,卍
99,１８８９年に制定されたわが国最初の憲法は何というでしょう？,□□□□□憲法,大日本帝国,卍
100,イギリスの思想家トマス・モアの小説の題名に由来する理想的な社会を指す言葉は何でしょう？,□□□□□,ユートピア,卍
101,16世紀イタリアの画家・彫刻家。教会や宮廷の装飾壁画に優美な作品を残した。多くの聖母子像の他、古代ギリシャの哲学者たちを描いた「アテネの学堂」がある。この人物は誰？,□□□□□,ラファエロ,卍
102,19世紀フランスのロマン主義画家。強烈で美しい色彩で動的な構図を描いた。ギリシャ独立戦争を描いた「キオス島の虐殺」や七月革命を題材とした「民衆をみちびく自由の女神」など。この人物は誰？,□□□□□,ドラクロワ,卍
103,画家のゴッホと共同生活を送っていた時期もある、代表作に「タヒチの女」がある画家は誰？,ポール・□□□□□,ゴーギャン,卍
104,ピカソ、「立体派」とも呼ばれる、ピカソやブラックが創始した現代美術は何？,□□□□□,キュビズム,卍
105,長椅子の裸婦、貧しき娘、青い服の少女,□□□□□,モジリアニ,卍
106,美術において、対象を短時間で素早く描くこと、またはその絵のことをフランス語で何という？,□□□□□,クロッキー,卍
107,17世紀後半からヨーロッパで人気を博した、中国風の美術工芸品は？,□□□□□,シノワズリ,卍
108,ルーブル美術館に展示されている、両腕の欠けた有名な石像は何？,ミロの□□□□□,ヴィーナス,卍
109,「最後の晩餐」「モナリザ」で知られるルネッサンスを代表する人物と言えば誰でしょう？,□□□□□・ダ・ヴィンチ,レオナルド,卍
110,イタリア・ミラノのサンタ・マリア・デッラ・グラツィ教会にある、キリストと弟子達の様子が描かれているダ＝ヴィンチの壁画は何？,□□□□□,最後の晩餐,卍
111,ピカソの「泣く女」のモデル、フランスの写真家、画家,□□・□□□,ドラマール,卍
112,17世紀のスペインを代表する画家で「ラス・メニーナス」などの絵で知られるのは誰？,ディエゴ・□□□□□,ベラスケス,卍
113,ディエゴ・リベラ、ホセ・クレメンテ・オロスコらとともにメキシコ三大壁画家,ダビッド・アルファロ・□□□□□,シケイロス,卍
114,別名を「やわらかい時計」という、スペインの画家サルバドール・ダリが描いた絵画は何？,□□□□□,記憶の固執,卍
115,イタリア語で「事務所」という意味をもつ、ボッティチェリの「春」などの作品を蔵していることでも知られるフィレンツェにある美術館はどこ？,□□□□□美術館,ウフィツィ,卍
116,美術大学に通う学生たちの恋模様を描いた、羽海野チカの代表作は「ハチミツと何」？,ハチミツと□□□□□,クローバー,卍
117,実現不可能な計画のたとえにも使われる旧約聖書の「創世記」に登場する巨大の塔を何というでしょう？,□□□□□,バベルの塔,卍
118,古代ギリシャでは地震の神とされていたことから「大地を揺さぶるもの」という意味がある、ギリシャ神話の海の主神といえば何？,□□□□□,ポセイドン,卍
119,ローマ神話に登場する「愛と美の女神」の名前は何でしょう？,□□□□□,ヴィーナス,卍
120,森喜朗（もりよしろう）内閣の後を受けて2001年に組閣。「聖域なき構造改革」を掲げて、郵政・道路公団民営化を推進した。この人物は誰？　,□□□□□,小泉純一郎,卍
121,国民栄誉賞受賞者や、記念館があることでも知られる、やわらや、川の流れのようにがヒット曲の昭和の大スターといえば誰？,□□□□□,美空ひばり,卍
122,アンパンマンに登場するキャラクター「かまめしどん」のモチーフにもなっている、群馬県安中市にある「荻野屋」が製造・販売する駅弁の名前は？,□□□□□,峠の釜めし,卍
123,週刊少年ジャンプに連載され、小学生を中心に空前の囲碁ブームを起こした漫画のタイトルは何？,□□□□□,ヒカルの碁,卍
124,人気アニメ「名探偵コナン」で工藤新一が幼児化してしまった米花市にあるテーマパークといえば？,□□□□□ランド,トロピカル,卍
125,人気アニメ「名探偵コナン」でコナンがいつも着用している、変声機にもなるアイテムといえば？,□□□□□,蝶ネクタイ,卍
126,人気アニメ「NARUTO -ナルト-」で我愛羅が背負っている常に砂が入ったものは何？,□□□□□(ひらがな),ひょうたん(瓢箪),卍
127,人気アニメ「NARUTO -ナルト-」でネジと戦った「東門」の異名を持つ音の五人衆といえば？,□□□□□,きどうまる,卍
128,人気アニメ「NARUTO -ナルト-」でナルトの口癖といえば「だってばよ」ですが、ナルトの母親うずまきクシナの口癖といえば？,□□□□□,だってばね,卍
129,人気アニメ「NARUTO -ナルト-」で我愛羅の兄の傀儡師といえば？,□□□□□,カンクロウ,卍
130,人気アニメ「NARUTO -ナルト-」で日向一族のみに伝わる瞳術といえば？,□□□□□(ひらがな),びゃくがん(白眼),卍
131,人気アニメ「NARUTO -ナルト-」でナルトが一尾の守鶴と戦うために口寄せしたガマ吉とガマ竜の父親の大きなカエルといえば？,□□□□□,ガマブン太,卍
132,人気アニメ「NARUTO -ナルト-」で八尾・牛鬼を宿した人柱力といえば？,□□□□□,キラービー,卍
133,とっとこ～♪走るよ、〇〇〇〇〇♪　空欄を埋めよ。,□□□□□(ひらがな),はむたろう(ハム太郎),マイキー
134,あることがきっかけで、死んだと思われていた父が優秀なハンターとして活躍していることを知り、その職業に憧れを抱き故郷を旅立つ冒険活劇を描いた漫画「HUNTER×HUNTER」の主人公の名前は？,ゴン=□□□□□,フリークス,マイキー
135,アニメ巨人の星で父・星一徹がひっくり返すことでも知られる家具といえば何？,□□□□□(ひらがな),ちゃぶだい,卍
136,1984年にジブリが公開した映画で人と自然との関係をあからさまに描いた物語で有名な宮崎駿さんの作品で王蟲が登場する作品は何？,□□□□□のナウシカ(ひらがな),かぜのたに(風の谷),マイキー
137,2008年に公開されたジブリ映画で、海沿いの街を舞台に「人間になりたい」と願う魚の子と5歳児の少年・宗介との関係を描いた作品は何？,□□□□□のポニョ(ひらがな),がけのうえ(崖の上),マイキー
138,モロの君、エボシ御前等のキャラクターが登場、エミシ村の少年アシタカと狼に育てられた少女サンとの関係や人と森、村の関係を描いたジブリの映画タイトルは何？,□□□□□,もののけ姫,マイキー
139,ハク、カオナシ、湯婆婆などのキャラクターが登場する、スタジオジブリの映画は何？,千と千尋の□□□□□(ひらがな),かみかくし(神隠し),卍
140,1975年に熊本県で生まれの漫画家で、血液型はＡ型、妻は元モデルの稲葉ちあきで愛称は尾田っちで親しまれるワンピースの作者は？,□□□□□,尾田栄一郎,マイキー
141,人気アニメ「名探偵コナン」で江戸川コナンを担当している声優は？,□□□□□,高山みなみ,卍
142,海外では「メガマン」というタイトルで発売された、カプコンのゲームシリーズは何？,□□□□□,ロックマン,卍
143,ポケットモンスターシリーズにおける、主人公サトシのパートナーでアニメシリーズではよく10万ボルトを使う電気タイプのねずみポケモンの名前は？,□□□□□,ピカチュウ,マイキー
144,ポケットモンスターシリーズにおけるポケモンで、主人公サトシのセリフ「弱い〇〇〇〇〇はいらない！！」でよく知られるほのお・ひこうタイプのポケモンの名前はなに？,□□□□□,リザードン,マイキー
145,ポケットモンスター第一世代の御三家の一体で、御三家では珍しく最初から2つのタイプを持つポケモンの名前は？,□□□□□,フシギダネ,マイキー
146,ポケットモンスター第一世代のポケモンで、技「はねる」で有名なボロのつりざおでよく釣れる水ポケモンの名前は？,□□□□□,コイキング,マイキー
147,ポケットモンスター第一世代のポケモンで、してんのうのワタルやチャンピオンのグリーン、ミクリが手持ちとして繰り出してき、金銀シリーズでは「いかりの湖」にて確定の色違いシンボルとして登場し、技「りゅうのまい」で積み「たきのぼり」で壊滅させてくる進化前が弱いで有名なみず・ひこうタイプのポケモンの名前は？,□□□□□,ギャラドス,マイキー
148,ポケットモンスター第一世代のポケモンで600族として知られる、図鑑説明では地球をマッハ2の速度で周るスピードを持っているが、種族値の面ではグラードンよりも遅いドラゴン・ひこうタイプのポケモンの名前は？,□□□□□,カイリュー,マイキー
149,ポケットモンスター第一世代のポケモンで伝説の三鳥の一体でこおり・ひこうタイプのポケモンは？,□□□□□,フリーザー,マイキー
150,ポケットモンスター第一世代のポケモンで伝説の三鳥の一体に数えられ、Lv51で「にらみつける」を覚え、ネタとして扱われがちなほのお・ひこうタイプのポケモンの名前は？,□□□□□,ファイヤー,マイキー
151,ポケットモンスター第一世代における最強のポケモンで、映画ではリメイク含め３作品に出演し、研究者によって人工的に生み出された悲しい過去をもつエスパータイプのポケモンの名前は？,□□□□□,ミュウツー,マイキー
152,人気RPG「ドラゴンクエスト」シリーズで自分に向けられた呪文を何度でも跳ね返す呪文は？,□□□□□,マホカンタ,卍
153,人気RPG「ドラゴンクエスト」シリーズで戦闘中に唱えても何が起こるかわからないという呪文は？,□□□□□,パルプンテ,卍
154,人気RPG「ドラゴンクエスト」シリーズで味方の攻撃力を上昇させる呪文は？,□□□□□,バイキルト,卍
155,「ドラクエ9」以降ギラ系の代わって登場した闇系の呪文のうち最も強力なのは？,□□□□□,ドルマドン,卍
156,スプラトゥーンの武器の名称で、オクタ、スプラ、プライム、わかば、もみじ、ヒーローなどの接尾語に入る名前は？,□□□□□,シューター,卍
157,人気ゲーム「スプラトゥーン」のガチマッチでステージ中央にあるヤグラを相手チームのゴールまで運ぶ競技は？,□□□□□,ガチヤグラ,卍
158,人気ゲーム「スプラトゥーン」のガチマッチで指定されたエリアを占拠した時間を競うといえば？,□□□□□,ガチエリア,卍
